pick_id,arrival_time,probability,phasehint,network,station,location,instrument_type,author,creation_time,event_start_time,event_end_time,detection_probability,snr,station_lat,station_lon,station_elv,file_name,mseed_start_time,mseed_end_time,sampling_rate,sample,segment,segment_type
20191224.193917.72-P-CM.ORTC.0.HH,2019-12-24 19:39:17.728393,0.4161554,P,CM,ORTC,0,HH,PhaseNet,2023-01-18 15:19:48.211779,,,,,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed_957000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,273,957000,overlap
20191224.193918.15-P-CM.ORTC.0.HH,2019-12-24 19:39:18.158393,0.70726955,P,CM,ORTC,0,HH,PhaseNet,2023-01-18 15:18:43.143151,,,,,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.ORTC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_957000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,316,957000,overlap
20191224.193920.52-P-CM.YOT.0.HH,2019-12-24 19:39:20.528393,0.3883107,P,CM,YOT,0,HH,PhaseNet,2023-01-18 15:19:05.172409,,,,,3.9835,-76.345,1040.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.YOT.00.HHE__20191224T190000Z__20191224T210000Z.mseed_234000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,2051,234000,single
20191224.193920.54-P-CM.YOT.0.HH,2019-12-24 19:39:20.548393,0.33249614,P,CM,YOT,0,HH,PhaseNet,2023-01-18 15:19:07.636050,,,,,3.9835,-76.345,1040.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.YOT.00.HHZ__20191224T190000Z__20191224T210000Z.mseed_234000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,2053,234000,single
20191224.193921.80-P-CM.CHI.0.HH,2019-12-24 19:39:21.808394,0.3466936,P,CM,CHI,0,HH,PhaseNet,2023-01-18 15:17:53.436655,,,,,4.6295,-73.7371,3140.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.CHI.00.HHN__20191224T185959Z__20191224T205959Z.mseed_234000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,2181,234000,single
20191224.193922.29-S-CM.ORTC.0.HH,2019-12-24 19:39:22.298393,0.7533182,S,CM,ORTC,0,HH,PhaseNet,2023-01-18 15:19:48.498249,,,,,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.ORTC.00.HHN__20191224T185959Z__20191224T205959Z.mseed_957000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,730,957000,overlap
20191224.193922.91-S-CM.ORTC.0.HH,2019-12-24 19:39:22.918393,0.7928088,S,CM,ORTC,0,HH,PhaseNet,2023-01-18 15:18:43.349788,,,,,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.ORTC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_957000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,792,957000,overlap
20191224.193923.24-P-CM.URMC.0.HH,2019-12-24 19:39:23.248394,0.81295216,P,CM,URMC,0,HH,PhaseNet,2023-01-18 15:19:20.534906,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed_234000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,2325,234000,single
20191224.193923.39-P-CM.URMC.0.HH,2019-12-24 19:39:23.398393,0.7585539,P,CM,URMC,0,HH,PhaseNet,2023-01-18 15:18:42.969365,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHN__20191224T185959Z__20191224T205959Z.mseed_957000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,840,957000,overlap
20191224.193923.67-P-CM.URMC.0.HH,2019-12-24 19:39:23.678393,0.86130697,P,CM,URMC,0,HH,PhaseNet,2023-01-18 15:18:09.964044,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_957000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,868,957000,overlap
20191224.193923.89-P-CM.FLO2.0.HH,2019-12-24 19:39:23.898393,0.48121732,P,CM,FLO2,0,HH,PhaseNet,2023-01-18 15:18:50.709086,,,,,1.582667,-75.652667,365.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.FLO2.00.HHE__20191224T190000Z__20191224T210000Z.mseed_234000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,2388,234000,single
20191224.193923.90-P-CM.FLO2.0.HH,2019-12-24 19:39:23.908393,0.40573362,P,CM,FLO2,0,HH,PhaseNet,2023-01-18 15:19:35.115911,,,,,1.582667,-75.652667,365.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.FLO2.00.HHZ__20191224T190000Z__20191224T210000Z.mseed_234000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,2389,234000,single
20191224.193927.22-S-CM.URMC.0.HH,2019-12-24 19:39:27.228393,0.49284717,S,CM,URMC,0,HH,PhaseNet,2023-01-18 15:18:43.441178,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHN__20191224T185959Z__20191224T205959Z.mseed_957000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,1223,957000,overlap
20191224.193927.40-S-CM.URMC.0.HH,2019-12-24 19:39:27.408394,0.65773094,S,CM,URMC,0,HH,PhaseNet,2023-01-18 15:19:20.655088,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed_234000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,2741,234000,single
20191224.193927.78-S-CM.URMC.0.HH,2019-12-24 19:39:27.788393,0.6158481,S,CM,URMC,0,HH,PhaseNet,2023-01-18 15:18:10.300190,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_957000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,1279,957000,overlap
20191224.193936.64-S-CM.GARC.0.HH,2019-12-24 19:39:36.648393,0.60179186,S,CM,GARC,0,HH,PhaseNet,2023-01-18 15:18:35.651964,,,,,2.186667,-75.493167,1999.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.GARC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed_237000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,665,237000,single
20191224.193936.67-S-CM.GARC.0.HH,2019-12-24 19:39:36.678394,0.6561211,S,CM,GARC,0,HH,PhaseNet,2023-01-18 15:18:34.426702,,,,,2.186667,-75.493167,1999.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.GARC.00.HHN__20191224T185959Z__20191224T205959Z.mseed_237000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,668,237000,single
20191224.193937.28-S-CM.GARC.0.HH,2019-12-24 19:39:37.288394,0.664165,S,CM,GARC,0,HH,PhaseNet,2023-01-18 15:18:50.604838,,,,,2.186667,-75.493167,1999.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.GARC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_237000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,729,237000,single
20191224.193941.55-P-CM.PRA.0.HH,2019-12-24 19:39:41.558393,0.611872,P,CM,PRA,0,HH,PhaseNet,2023-01-18 15:19:39.840600,,,,,3.713833,-74.886167,457.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.PRA.00.HHN__20191224T190000Z__20191224T210000Z.mseed_957000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,2654,957000,overlap
20191224.193950.07-S-CM.YOT.0.HH,2019-12-24 19:39:50.078393,0.75892574,S,CM,YOT,0,HH,PhaseNet,2023-01-18 15:19:45.581446,,,,,3.9835,-76.345,1040.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.YOT.00.HHN__20191224T190000Z__20191224T210000Z.mseed_960000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,506,960000,overlap
20191224.193950.29-S-CM.YOT.0.HH,2019-12-24 19:39:50.298393,0.5520568,S,CM,YOT,0,HH,PhaseNet,2023-01-18 15:19:13.855191,,,,,3.9835,-76.345,1040.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.YOT.00.HHZ__20191224T190000Z__20191224T210000Z.mseed_960000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,528,960000,overlap
20191224.193950.43-S-CM.YOT.0.HH,2019-12-24 19:39:50.438393,0.65840805,S,CM,YOT,0,HH,PhaseNet,2023-01-18 15:19:11.921296,,,,,3.9835,-76.345,1040.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.YOT.00.HHE__20191224T190000Z__20191224T210000Z.mseed_960000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,542,960000,overlap
20191224.193952.86-S-CM.FLO2.0.HH,2019-12-24 19:39:52.868393,0.5171544,S,CM,FLO2,0,HH,PhaseNet,2023-01-18 15:18:58.427617,,,,,1.582667,-75.652667,365.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.FLO2.00.HHE__20191224T190000Z__20191224T210000Z.mseed_960000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,785,960000,overlap
20191224.193953.33-S-CM.FLO2.0.HH,2019-12-24 19:39:53.338393,0.68054473,S,CM,FLO2,0,HH,PhaseNet,2023-01-18 15:19:44.879239,,,,,1.582667,-75.652667,365.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.FLO2.00.HHZ__20191224T190000Z__20191224T210000Z.mseed_960000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,832,960000,overlap
20191224.193953.88-S-CM.URMC.0.HH,2019-12-24 19:39:53.888393,0.5380487,S,CM,URMC,0,HH,PhaseNet,2023-01-18 15:18:43.379813,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHN__20191224T185959Z__20191224T205959Z.mseed_960000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,889,960000,overlap
20191224.193954.12-S-CM.URMC.0.HH,2019-12-24 19:39:54.128393,0.5564491,S,CM,URMC,0,HH,PhaseNet,2023-01-18 15:18:10.428511,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_960000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,913,960000,overlap
20191224.194000.48-S-CM.YOT.0.HH,2019-12-24 19:40:00.488393,0.42082128,S,CM,YOT,0,HH,PhaseNet,2023-01-18 15:19:05.311264,,,,,3.9835,-76.345,1040.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.YOT.00.HHE__20191224T190000Z__20191224T210000Z.mseed_240000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,47,240000,single
20191224.194003.43-P-CM.URMC.0.HH,2019-12-24 19:40:03.438394,0.9546097,P,CM,URMC,0,HH,PhaseNet,2023-01-18 15:19:27.088727,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed_960000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,1844,960000,overlap
20191224.194003.49-P-CM.URMC.0.HH,2019-12-24 19:40:03.498393,0.8763771,P,CM,URMC,0,HH,PhaseNet,2023-01-18 15:18:10.245841,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_960000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,1850,960000,overlap
20191224.194003.54-P-CM.URMC.0.HH,2019-12-24 19:40:03.548393,0.82289475,P,CM,URMC,0,HH,PhaseNet,2023-01-18 15:18:43.051038,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHN__20191224T185959Z__20191224T205959Z.mseed_960000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,1855,960000,overlap
20191224.194007.44-S-CM.URMC.0.HH,2019-12-24 19:40:07.448393,0.8534519,S,CM,URMC,0,HH,PhaseNet,2023-01-18 15:18:43.380373,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHN__20191224T185959Z__20191224T205959Z.mseed_960000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,2245,960000,overlap
20191224.194007.56-S-CM.URMC.0.HH,2019-12-24 19:40:07.568393,0.60324866,S,CM,URMC,0,HH,PhaseNet,2023-01-18 15:18:10.429132,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_960000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,2257,960000,overlap
20191224.194007.57-S-CM.URMC.0.HH,2019-12-24 19:40:07.578394,0.8756476,S,CM,URMC,0,HH,PhaseNet,2023-01-18 15:19:27.300391,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed_960000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,2258,960000,overlap
20191224.194011.53-P-CM.PRA.0.HH,2019-12-24 19:40:11.538393,0.8364849,P,CM,PRA,0,HH,PhaseNet,2023-01-18 15:17:53.578015,,,,,3.713833,-74.886167,457.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.PRA.00.HHZ__20191224T190000Z__20191224T210000Z.mseed_240000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,1152,240000,single
20191224.194011.53-P-CM.PRA.0.HH,2019-12-24 19:40:11.538393,0.82626414,P,CM,PRA,0,HH,PhaseNet,2023-01-18 15:19:07.075075,,,,,3.713833,-74.886167,457.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.PRA.00.HHE__20191224T190000Z__20191224T210000Z.mseed_240000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,1152,240000,single
20191224.194019.68-S-CM.GARC.0.HH,2019-12-24 19:40:19.688394,0.51754236,S,CM,GARC,0,HH,PhaseNet,2023-01-18 15:18:44.300297,,,,,2.186667,-75.493167,1999.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.GARC.00.HHN__20191224T185959Z__20191224T205959Z.mseed_963000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,469,963000,overlap
20191224.194021.50-P-CM.URMC.0.HH,2019-12-24 19:40:21.508394,0.8313907,P,CM,URMC,0,HH,PhaseNet,2023-01-18 15:19:20.786603,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed_240000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,2151,240000,single
20191224.194021.60-S-CM.PRA.0.HH,2019-12-24 19:40:21.608393,0.9169603,S,CM,PRA,0,HH,PhaseNet,2023-01-18 15:19:39.787281,,,,,3.713833,-74.886167,457.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.PRA.00.HHN__20191224T190000Z__20191224T210000Z.mseed_963000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,659,963000,overlap
20191224.194021.63-S-CM.PRA.0.HH,2019-12-24 19:40:21.638393,0.8621845,S,CM,PRA,0,HH,PhaseNet,2023-01-18 15:19:13.941059,,,,,3.713833,-74.886167,457.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.PRA.00.HHE__20191224T190000Z__20191224T210000Z.mseed_963000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,662,963000,overlap
20191224.194021.65-S-CM.PRA.0.HH,2019-12-24 19:40:21.658393,0.86523384,S,CM,PRA,0,HH,PhaseNet,2023-01-18 15:18:11.023514,,,,,3.713833,-74.886167,457.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.PRA.00.HHZ__20191224T190000Z__20191224T210000Z.mseed_963000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,664,963000,overlap
20191224.194025.16-S-CM.URMC.0.HH,2019-12-24 19:40:25.168393,0.7195697,S,CM,URMC,0,HH,PhaseNet,2023-01-18 15:18:43.184113,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHN__20191224T185959Z__20191224T205959Z.mseed_963000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,1017,963000,overlap
20191224.194025.34-S-CM.URMC.0.HH,2019-12-24 19:40:25.348394,0.35298437,S,CM,URMC,0,HH,PhaseNet,2023-01-18 15:19:20.921842,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed_240000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,2535,240000,single
20191224.194030.57-S-CM.FLO2.0.HH,2019-12-24 19:40:30.578393,0.44751042,S,CM,FLO2,0,HH,PhaseNet,2023-01-18 15:18:50.607501,,,,,1.582667,-75.652667,365.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.FLO2.00.HHE__20191224T190000Z__20191224T210000Z.mseed_243000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,56,243000,single
20191224.194038.02-S-CM.ORTC.0.HH,2019-12-24 19:40:38.028393,0.35855797,S,CM,ORTC,0,HH,PhaseNet,2023-01-18 15:18:33.481329,,,,,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.ORTC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_243000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,803,243000,single
20191224.194040.82-P-CM.PRA.0.HH,2019-12-24 19:40:40.828393,0.5249875,P,CM,PRA,0,HH,PhaseNet,2023-01-18 15:18:10.480886,,,,,3.713833,-74.886167,457.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.PRA.00.HHZ__20191224T190000Z__20191224T210000Z.mseed_963000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,2581,963000,overlap
20191224.194049.40-S-CM.URMC.0.HH,2019-12-24 19:40:49.408393,0.7048228,S,CM,URMC,0,HH,PhaseNet,2023-01-18 15:18:43.399758,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHN__20191224T185959Z__20191224T205959Z.mseed_966000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,441,966000,overlap
20191224.194049.84-S-CM.URMC.0.HH,2019-12-24 19:40:49.848393,0.7682721,S,CM,URMC,0,HH,PhaseNet,2023-01-18 15:18:10.546715,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_966000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,485,966000,overlap
20191224.194052.75-P-CM.GARC.0.HH,2019-12-24 19:40:52.758394,0.30428508,P,CM,GARC,0,HH,PhaseNet,2023-01-18 15:18:34.082411,,,,,2.186667,-75.493167,1999.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.GARC.00.HHN__20191224T185959Z__20191224T205959Z.mseed_243000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,2276,243000,single
20191224.194053.92-P-CM.GARC.0.HH,2019-12-24 19:40:53.928394,0.6211839,P,CM,GARC,0,HH,PhaseNet,2023-01-18 15:18:50.654166,,,,,2.186667,-75.493167,1999.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.GARC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_243000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,2393,243000,single
20191224.194054.12-P-CM.GARC.0.HH,2019-12-24 19:40:54.128393,0.504394,P,CM,GARC,0,HH,PhaseNet,2023-01-18 15:18:35.816821,,,,,2.186667,-75.493167,1999.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.GARC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed_243000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,2413,243000,single
20191224.194057.62-S-CM.CHI.0.HH,2019-12-24 19:40:57.628394,0.5017875,S,CM,CHI,0,HH,PhaseNet,2023-01-18 15:17:53.469220,,,,,4.6295,-73.7371,3140.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.CHI.00.HHN__20191224T185959Z__20191224T205959Z.mseed_243000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,2763,243000,single
20191224.194103.13-S-CM.PRA.0.HH,2019-12-24 19:41:03.138393,0.73470676,S,CM,PRA,0,HH,PhaseNet,2023-01-18 15:19:07.613883,,,,,3.713833,-74.886167,457.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.PRA.00.HHE__20191224T190000Z__20191224T210000Z.mseed_246000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,312,246000,single
20191224.194103.16-S-CM.PRA.0.HH,2019-12-24 19:41:03.168393,0.31153893,S,CM,PRA,0,HH,PhaseNet,2023-01-18 15:17:53.993375,,,,,3.713833,-74.886167,457.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.PRA.00.HHZ__20191224T190000Z__20191224T210000Z.mseed_246000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,315,246000,single
20191224.194104.31-P-CM.URMC.0.HH,2019-12-24 19:41:04.318393,0.77112657,P,CM,URMC,0,HH,PhaseNet,2023-01-18 15:17:53.324603,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_246000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,432,246000,single
20191224.194104.46-P-CM.URMC.0.HH,2019-12-24 19:41:04.468394,0.3062449,P,CM,URMC,0,HH,PhaseNet,2023-01-18 15:19:20.740699,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed_246000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,447,246000,single
20191224.194106.65-S-CM.YOT.0.HH,2019-12-24 19:41:06.658393,0.71188664,S,CM,YOT,0,HH,PhaseNet,2023-01-18 15:19:05.442386,,,,,3.9835,-76.345,1040.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.YOT.00.HHE__20191224T190000Z__20191224T210000Z.mseed_246000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,664,246000,single
20191224.194107.83-S-CM.URMC.0.HH,2019-12-24 19:41:07.838393,0.5130871,S,CM,URMC,0,HH,PhaseNet,2023-01-18 15:17:53.609455,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_246000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,784,246000,single
20191224.194107.90-S-CM.URMC.0.HH,2019-12-24 19:41:07.908394,0.38091654,S,CM,URMC,0,HH,PhaseNet,2023-01-18 15:19:21.195711,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHZ__20191224T185959Z__20191224T205959Z.mseed_246000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,791,246000,single
20191224.194109.89-P-CM.FLO2.0.HH,2019-12-24 19:41:09.898393,0.37736195,P,CM,FLO2,0,HH,PhaseNet,2023-01-18 15:18:58.396564,,,,,1.582667,-75.652667,365.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.FLO2.00.HHE__20191224T190000Z__20191224T210000Z.mseed_966000,2019-12-24 19:00:00.018393,2019-12-24 21:00:00.018393,100.0,2488,966000,overlap
20191224.194115.80-P-CM.URMC.0.HH,2019-12-24 19:41:15.808393,0.6893484,P,CM,URMC,0,HH,PhaseNet,2023-01-18 15:18:33.846746,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHN__20191224T185959Z__20191224T205959Z.mseed_246000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,1581,246000,single
20191224.194115.94-P-CM.URMC.0.HH,2019-12-24 19:41:15.948393,0.4284104,P,CM,URMC,0,HH,PhaseNet,2023-01-18 15:17:53.325462,,,,,3.24719,-74.37879,725.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.URMC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_246000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,1595,246000,single
20191224.194116.20-S-CM.GARC.0.HH,2019-12-24 19:41:16.208394,0.53518116,S,CM,GARC,0,HH,PhaseNet,2023-01-18 15:18:58.154641,,,,,2.186667,-75.493167,1999.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.GARC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_969000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,121,969000,overlap
20191224.194116.34-S-CM.GARC.0.HH,2019-12-24 19:41:16.348394,0.4350189,S,CM,GARC,0,HH,PhaseNet,2023-01-18 15:18:44.129312,,,,,2.186667,-75.493167,1999.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.GARC.00.HHN__20191224T185959Z__20191224T205959Z.mseed_969000,2019-12-24 18:59:59.998394,2019-12-24 20:59:59.998394,100.0,135,969000,overlap
20191224.194119.60-S-CM.ORTC.0.HH,2019-12-24 19:41:19.608393,0.37871322,S,CM,ORTC,0,HH,PhaseNet,2023-01-18 15:18:43.253418,,,,,3.909,-75.246,446.0,/home/emmanuel/SeisMonitor/out/picks/pnet/datadir/CM.ORTC.00.HHE__20191224T185959Z__20191224T205959Z.mseed_969000,2019-12-24 18:59:59.998393,2019-12-24 20:59:59.998393,100.0,461,969000,overlap
